Age,Income,Employment_Status,Education_Level,Marital_Status,Number_of_Dependents,Credit_Utilization_Ratio,Missed_Payments_90days,Total_Credit_Accounts,Debt_to_Income_Ratio,Length_of_Credit_History,Bankruptcies,Credit_Score,Credit_Score_Label
54,108813.9,Retired,Bachelor,Married,0,52.08,2,10,53.11,10.3,0,657.2566666666667,Fair
50,142313.8,Self-Employed,PhD,Single,1,54.63,1,12,48.41,9.0,0,651.5483333333333,Fair
52,89559.06,Employed,PhD,Married,2,10.11,0,1,41.4,8.9,1,606.1450000000001,Fair
42,30932.77,Retired,PhD,Divorced,4,74.16,3,7,46.12,18.0,0,650.5466666666666,Fair
50,33285.17,Retired,PhD,Married,4,15.3,0,4,56.88,13.0,1,592.39,Fair
22,61683.48,Retired,Master,Single,4,64.74,4,12,29.31,14.4,0,589.86,Fair
28,90620.26,Unemployed,PhD,Divorced,0,10.48,0,14,39.02,14.9,1,619.7533333333333,Fair
64,69201.94,Employed,High School,Single,3,26.75,4,4,51.01,9.3,1,593.6216666666667,Fair
50,33285.17,Retired,PhD,Married,4,15.3,0,4,56.88,13.0,1,592.39,Fair
50,21173.95,Unemployed,PhD,Divorced,4,43.8,1,7,23.62,2.8,0,615.2266666666667,Fair
54,143701.5,Employed,PhD,Single,1,73.69,1,14,17.05,18.5,0,613.4716666666666,Fair
49,41897.77,Retired,Master,Married,4,42.29,2,9,33.19,19.4,0,607.7916666666667,Fair
27,144562.2,Employed,Master,Married,0,18.71,3,7,56.23,14.3,0,666.9016666666666,Fair
33,71875.97,Employed,High School,Single,3,40.44,4,7,7.53,16.1,1,662.27,Fair
64,27997.21,Employed,Master,Divorced,4,56.2,3,13,28.62,15.9,0,656.3599999999999,Fair
66,32080.79,Retired,High School,Married,4,60.96,3,1,23.53,9.9,0,585.6766666666666,Fair
56,78027.92,Employed,High School,Married,1,58.6,2,2,7.41,19.6,0,626.23,Fair
60,120344.66,Self-Employed,Bachelor,Married,4,27.3,3,3,43.11,9.4,0,594.98,Fair
46,136572.86,Unemployed,PhD,Married,3,43.86,4,4,25.53,15.5,0,663.5600000000001,Fair
54,142360.88,Employed,Master,Married,3,21.79,4,12,13.92,8.1,0,611.465,Fair
26,55249.17,Unemployed,High School,Single,4,70.14,2,2,19.14,7.3,0,581.55,Fair
50,22387.79,Unemployed,Master,Single,0,15.28,2,6,22.85,17.5,0,641.7433333333333,Fair
68,63467.17,Retired,Master,Divorced,0,5.93,4,14,29.08,18.5,0,662.3416666666667,Fair
60,104697.53,Self-Employed,Master,Divorced,2,7.83,4,1,53.48,15.1,0,667.2583333333333,Fair
26,55249.17,Unemployed,High School,Single,4,70.14,2,2,19.14,7.3,0,581.55,Fair
33,103221.87,Unemployed,High School,Single,1,79.49,2,3,17.39,19.2,0,586.4583333333333,Fair
68,29815.44,Retired,Bachelor,Divorced,3,15.72,2,1,17.69,9.1,0,649.2433333333333,Fair
59,70892.67,Unemployed,PhD,Divorced,0,46.29,2,7,19.98,19.8,0,580.1949999999999,Fair
56,76831.5,Unemployed,High School,Single,2,54.33,4,7,21.63,18.1,0,609.625,Fair
60,134221.78,Retired,Master,Married,3,42.45,0,13,11.42,13.7,0,647.9683333333332,Fair
67,64528.15,Retired,PhD,Divorced,2,32.27,0,9,23.59,1.8,0,630.0016666666667,Fair
50,22387.79,Unemployed,Master,Single,0,15.28,2,6,22.85,17.5,0,641.7433333333333,Fair
54,143701.5,Employed,PhD,Single,1,73.69,1,14,17.05,18.5,0,613.4716666666666,Fair
55,80541.02,Unemployed,High School,Single,4,30.64,0,9,39.86,15.2,0,655.3933333333332,Fair
43,118102.59,Self-Employed,Master,Married,4,39.15,3,1,25.42,15.1,0,640.9516666666666,Fair
56,76831.5,Unemployed,High School,Single,2,54.33,4,7,21.63,18.1,0,609.625,Fair
60,116858.39,Unemployed,Master,Single,2,50.87,1,12,28.91,11.3,0,642.9283333333334,Fair
43,117980.85,Retired,Master,Single,4,14.92,0,7,37.27,3.1,0,605.1166666666667,Fair
30,28987.26,Self-Employed,Bachelor,Married,0,77.58,2,4,12.24,2.9,0,643.13,Fair
52,148719.29,Retired,Master,Single,2,7.5,3,2,26.07,2.9,0,621.56,Fair
66,44079.7,Retired,High School,Divorced,2,29.63,2,5,49.56,19.2,0,645.665,Fair
52,85297.49,Employed,Master,Married,4,24.69,3,12,34.75,14.1,0,623.0716666666667,Fair
35,64982.15,Employed,High School,Married,2,37.11,0,9,30.35,12.6,0,587.3283333333334,Fair
39,113292.65,Employed,Master,Married,0,41.17,2,11,14.61,4.2,0,592.545,Fair
62,77553.21,Employed,PhD,Single,1,78.59,4,1,17.51,1.4,0,589.8683333333333,Fair
45,87763.84,Employed,Bachelor,Single,1,11.15,3,2,36.89,6.2,0,638.1283333333333,Fair
69,20352.42,Retired,PhD,Married,1,67.43,3,12,57.53,16.4,0,642.1083333333333,Fair
56,46725.38,Employed,Bachelor,Married,2,36.7,0,12,12.17,7.5,0,646.5933333333334,Fair
60,22277.08,Unemployed,Master,Single,3,60.86,0,14,40.17,16.7,0,667.1800000000001,Fair
57,128820.27,Unemployed,Master,Divorced,1,52.46,0,10,48.75,9.2,0,621.52,Fair
38,36698.33,Unemployed,Master,Single,0,10.32,4,10,7.2,16.7,0,608.44,Fair
64,98241.2,Employed,Master,Divorced,0,66.86,1,4,44.31,7.0,1,607.8000000000001,Fair
53,43197.98,Retired,PhD,Single,2,18.47,4,1,25.22,6.9,0,612.3583333333333,Fair
30,50507.62,Employed,PhD,Married,1,48.18,3,14,28.87,3.9,0,655.2866666666666,Fair
41,49974.0,Retired,Bachelor,Divorced,2,59.46,1,8,52.69,13.2,0,643.7066666666667,Fair
50,22387.79,Unemployed,Master,Single,0,15.28,2,6,22.85,17.5,0,641.7433333333333,Fair
39,113292.65,Employed,Master,Married,0,41.17,2,11,14.61,4.2,0,592.545,Fair
46,53282.02,Employed,Master,Single,4,16.13,3,8,54.21,6.0,0,640.8649999999999,Fair
37,71659.27,Employed,Bachelor,Married,4,9.09,1,13,6.29,12.2,0,615.3583333333333,Fair
39,139016.78,Retired,Master,Single,2,79.56,0,12,12.2,10.8,0,664.1533333333333,Fair
33,103221.87,Unemployed,High School,Single,1,79.49,2,3,17.39,19.2,0,586.4583333333333,Fair
53,43197.98,Retired,PhD,Single,2,18.47,4,1,25.22,6.9,0,612.3583333333333,Fair
33,65700.22,Unemployed,PhD,Married,4,21.85,0,7,55.52,17.7,0,648.5683333333334,Fair
56,97356.37,Employed,Master,Divorced,0,44.03,4,5,56.34,1.0,0,616.205,Fair
27,23821.28,Unemployed,High School,Married,0,40.86,1,10,33.51,18.8,0,606.4,Fair
63,124690.95,Employed,Master,Single,0,63.34,2,10,18.1,13.6,0,582.2966666666666,Fair
35,75188.57,Unemployed,High School,Divorced,2,6.86,3,2,20.3,16.0,0,595.8033333333333,Fair
25,109467.02,Retired,Master,Divorced,3,48.42,0,9,40.29,2.3,0,653.36,Fair
22,91304.96,Unemployed,Bachelor,Single,3,57.56,0,7,40.98,9.8,0,664.5600000000001,Fair
64,27997.21,Employed,Master,Divorced,4,56.2,3,13,28.62,15.9,0,656.3599999999999,Fair
66,38430.67,Self-Employed,High School,Single,0,13.57,0,11,16.57,17.4,0,654.6916666666666,Fair
45,87763.84,Employed,Bachelor,Single,1,11.15,3,2,36.89,6.2,0,638.1283333333333,Fair
69,20352.42,Retired,PhD,Married,1,67.43,3,12,57.53,16.4,0,642.1083333333333,Fair
20,20660.68,Unemployed,Master,Divorced,0,22.35,1,2,47.42,14.9,0,651.0183333333334,Fair
68,60595.33,Employed,PhD,Single,2,26.1,0,11,10.53,3.2,0,608.44,Fair
63,141161.86,Unemployed,Master,Divorced,0,41.9,0,7,12.94,16.8,0,632.7366666666667,Fair
66,44079.7,Retired,High School,Divorced,2,29.63,2,5,49.56,19.2,0,645.665,Fair
57,91423.85,Unemployed,PhD,Married,4,67.08,1,5,53.14,4.0,0,588.7466666666667,Fair
34,50667.78,Unemployed,High School,Divorced,4,28.02,0,14,21.29,13.2,0,630.8933333333333,Fair
25,109467.02,Retired,Master,Divorced,3,48.42,0,9,40.29,2.3,0,653.36,Fair
41,46660.08,Unemployed,Master,Married,1,47.95,1,6,30.3,8.7,0,630.925,Fair
42,122412.69,Employed,PhD,Married,2,79.67,3,11,24.01,15.6,1,608.1616666666666,Fair
38,36698.33,Unemployed,Master,Single,0,10.32,4,10,7.2,16.7,0,608.44,Fair
30,88461.09,Employed,Bachelor,Married,2,11.32,1,8,46.83,7.0,0,594.73,Fair
27,23821.28,Unemployed,High School,Married,0,40.86,1,10,33.51,18.8,0,606.4,Fair
45,31510.64,Unemployed,Bachelor,Married,3,71.44,1,3,17.7,3.5,0,586.38,Fair
52,148719.29,Retired,Master,Single,2,7.5,3,2,26.07,2.9,0,621.56,Fair
68,60595.33,Employed,PhD,Single,2,26.1,0,11,10.53,3.2,0,608.44,Fair
24,97645.63,Retired,Master,Married,4,64.63,1,6,5.39,2.1,0,605.8883333333333,Fair
20,116419.3,Retired,High School,Divorced,3,17.71,2,7,45.52,7.5,1,607.9716666666667,Fair
50,62689.56,Employed,High School,Divorced,2,15.38,4,4,33.52,9.2,0,581.1366666666667,Fair
68,63467.17,Retired,Master,Divorced,0,5.93,4,14,29.08,18.5,0,662.3416666666667,Fair
61,26102.9,Unemployed,PhD,Single,2,20.49,1,2,36.15,8.2,0,581.7049999999999,Fair
61,69518.24,Self-Employed,PhD,Divorced,2,35.18,4,9,12.14,19.5,1,645.3633333333333,Fair
52,85297.49,Employed,Master,Married,4,24.69,3,12,34.75,14.1,0,623.0716666666667,Fair
46,129258.81,Self-Employed,Master,Divorced,1,24.57,1,12,35.79,17.6,1,608.7850000000001,Fair
45,115065.11,Unemployed,High School,Single,3,40.9,2,3,39.27,14.9,0,635.46,Fair
50,33285.17,Retired,PhD,Married,4,15.3,0,4,56.88,13.0,1,592.39,Fair
52,85297.49,Employed,Master,Married,4,24.69,3,12,34.75,14.1,0,623.0716666666667,Fair
56,97356.37,Employed,Master,Divorced,0,44.03,4,5,56.34,1.0,0,616.205,Fair
52,147222.07,Unemployed,High School,Divorced,4,45.84,1,2,31.81,13.2,0,644.4766666666667,Fair
66,44079.7,Retired,High School,Divorced,2,29.63,2,5,49.56,19.2,0,645.665,Fair
52,147222.07,Unemployed,High School,Divorced,4,45.84,1,2,31.81,13.2,0,644.4766666666667,Fair
27,144562.2,Employed,Master,Married,0,18.71,3,7,56.23,14.3,0,666.9016666666666,Fair
54,137718.22,Self-Employed,High School,Single,3,75.78,0,9,43.94,14.1,0,618.4633333333334,Fair
23,96474.29,Unemployed,Master,Single,4,32.12,2,2,34.28,7.0,0,641.5133333333334,Fair
53,68658.58,Unemployed,Master,Single,3,8.08,1,6,25.03,1.5,1,649.6166666666667,Fair
54,143701.5,Employed,PhD,Single,1,73.69,1,14,17.05,18.5,0,613.4716666666666,Fair
34,49293.26,Self-Employed,PhD,Single,0,79.16,4,11,32.97,12.6,0,619.4300000000001,Fair
40,31762.62,Retired,PhD,Single,4,65.42,3,14,57.19,10.4,0,597.2266666666667,Fair
69,77498.84,Retired,Bachelor,Married,4,26.1,4,2,40.06,12.1,0,612.5966666666666,Fair
56,76831.5,Unemployed,High School,Single,2,54.33,4,7,21.63,18.1,0,609.625,Fair
42,50007.79,Self-Employed,Master,Divorced,1,26.35,4,3,55.26,6.1,0,594.4050000000001,Fair
23,81650.85,Unemployed,PhD,Divorced,2,19.91,0,4,9.9,8.9,0,591.745,Fair
30,50507.62,Employed,PhD,Married,1,48.18,3,14,28.87,3.9,0,655.2866666666666,Fair
69,97543.11,Self-Employed,High School,Single,1,69.17,1,1,34.35,15.9,0,628.965,Fair
27,144562.2,Employed,Master,Married,0,18.71,3,7,56.23,14.3,0,666.9016666666666,Fair
30,133937.73,Retired,Bachelor,Single,1,17.46,1,14,21.74,3.4,0,596.0233333333333,Fair
25,133533.77,Retired,Bachelor,Single,4,75.82,2,8,51.03,4.5,0,612.08,Fair
23,96474.29,Unemployed,Master,Single,4,32.12,2,2,34.28,7.0,0,641.5133333333334,Fair
45,125957.08,Retired,High School,Single,1,29.37,3,10,51.78,1.5,0,652.0550000000001,Fair
45,72154.43,Employed,Master,Married,1,69.56,0,1,34.5,13.8,0,616.72,Fair
49,53629.48,Retired,Master,Divorced,2,40.16,2,12,9.32,12.7,0,650.8133333333333,Fair
47,143315.84,Employed,Bachelor,Divorced,2,22.37,0,7,13.96,18.4,0,636.1616666666666,Fair
62,77553.21,Employed,PhD,Single,1,78.59,4,1,17.51,1.4,0,589.8683333333333,Fair
58,73164.17,Employed,PhD,Single,3,70.11,4,3,49.43,17.9,0,648.4683333333332,Fair
66,38430.67,Self-Employed,High School,Single,0,13.57,0,11,16.57,17.4,0,654.6916666666666,Fair
45,27599.1,Employed,Master,Divorced,3,68.43,2,12,15.64,2.2,0,707.5716666666666,Good
51,145075.86,Unemployed,Bachelor,Married,3,18.28,1,8,56.42,14.1,0,674.0533333333334,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
53,127483.85,Self-Employed,Bachelor,Single,1,21.12,4,7,33.86,19.7,0,690.1533333333333,Good
45,29091.11,Unemployed,High School,Married,4,35.32,3,3,27.26,8.3,0,709.2533333333333,Good
25,128679.75,Employed,High School,Married,4,47.14,2,12,33.0,11.6,0,737.43,Good
39,147965.68,Retired,Bachelor,Married,2,25.96,0,14,27.44,19.5,0,705.8733333333333,Good
25,24404.29,Unemployed,High School,Single,0,14.53,1,5,5.89,15.6,0,728.7716666666666,Good
45,27599.1,Employed,Master,Divorced,3,68.43,2,12,15.64,2.2,0,707.5716666666666,Good
40,132399.15,Self-Employed,Bachelor,Married,4,9.69,2,4,20.11,14.5,0,686.4516666666666,Good
59,132957.08,Unemployed,Master,Married,3,6.66,0,6,36.54,9.8,0,729.49,Good
27,107020.75,Employed,Master,Single,1,20.16,0,2,20.65,7.3,0,727.0366666666666,Good
27,107020.75,Employed,Master,Single,1,20.16,0,2,20.65,7.3,0,727.0366666666666,Good
53,58593.01,Retired,High School,Single,0,30.02,1,13,52.39,12.8,0,681.5266666666666,Good
38,92362.82,Self-Employed,Bachelor,Single,3,72.01,1,14,28.33,9.5,0,707.5516666666666,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
26,67999.96,Retired,Master,Divorced,1,21.95,1,12,33.7,8.8,0,689.7916666666666,Good
44,92449.7,Employed,Bachelor,Divorced,1,24.84,3,14,35.9,18.8,0,716.6133333333333,Good
24,94271.46,Unemployed,Master,Single,1,26.71,2,11,57.08,13.4,0,710.6183333333333,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
53,58593.01,Retired,High School,Single,0,30.02,1,13,52.39,12.8,0,681.5266666666666,Good
56,31539.76,Retired,Master,Divorced,3,13.5,4,13,52.89,9.4,0,708.62,Good
58,43673.93,Employed,High School,Divorced,1,77.24,1,3,14.06,7.2,0,728.6933333333334,Good
65,55088.46,Employed,PhD,Married,4,27.71,0,14,58.12,14.8,0,674.7716666666666,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
27,81123.74,Employed,Master,Single,1,38.41,2,6,10.33,13.1,0,682.3516666666666,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
25,24404.29,Unemployed,High School,Single,0,14.53,1,5,5.89,15.6,0,728.7716666666666,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
69,89356.55,Employed,Master,Single,3,13.36,2,2,22.64,8.8,0,694.7733333333334,Good
44,46046.69,Unemployed,Bachelor,Single,4,59.21,1,11,28.8,5.1,0,728.795,Good
44,92449.7,Employed,Bachelor,Divorced,1,24.84,3,14,35.9,18.8,0,716.6133333333333,Good
56,31539.76,Retired,Master,Divorced,3,13.5,4,13,52.89,9.4,0,708.62,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
58,88254.1,Employed,Master,Divorced,2,29.28,1,6,50.07,18.0,0,701.67,Good
53,71267.49,Self-Employed,Bachelor,Single,0,25.56,1,14,15.84,2.0,0,678.94,Good
51,80072.65,Employed,High School,Divorced,1,60.43,4,12,5.5,16.5,0,734.9516666666666,Good
46,103063.42,Self-Employed,Bachelor,Single,4,36.16,1,10,47.97,6.6,0,715.93,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
30,41109.65,Employed,Master,Single,4,28.41,4,7,51.34,10.7,0,722.6816666666666,Good
53,127483.85,Self-Employed,Bachelor,Single,1,21.12,4,7,33.86,19.7,0,690.1533333333333,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
32,96584.11,Unemployed,High School,Married,0,31.74,3,3,7.67,14.5,0,671.5733333333334,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
56,62776.68,Self-Employed,PhD,Divorced,2,12.31,4,4,27.73,18.2,0,738.6016666666667,Good
56,31539.76,Retired,Master,Divorced,3,13.5,4,13,52.89,9.4,0,708.62,Good
29,62436.36,Unemployed,Bachelor,Divorced,0,15.65,2,6,35.29,10.5,0,700.4116666666666,Good
27,81123.74,Employed,Master,Single,1,38.41,2,6,10.33,13.1,0,682.3516666666666,Good
26,67999.96,Retired,Master,Divorced,1,21.95,1,12,33.7,8.8,0,689.7916666666666,Good
47,130652.65,Retired,PhD,Single,3,67.73,0,9,31.69,3.5,0,711.5716666666666,Good
56,62776.68,Self-Employed,PhD,Divorced,2,12.31,4,4,27.73,18.2,0,738.6016666666667,Good
33,69299.72,Employed,Master,Divorced,3,16.54,4,11,5.32,11.3,0,721.9566666666667,Good
25,24404.29,Unemployed,High School,Single,0,14.53,1,5,5.89,15.6,0,728.7716666666666,Good
29,77463.17,Unemployed,High School,Single,0,59.4,4,8,54.81,13.9,0,725.03,Good
54,129398.86,Self-Employed,PhD,Divorced,1,49.18,1,3,15.85,18.9,0,729.1266666666667,Good
33,22992.94,Retired,PhD,Married,4,51.08,0,4,52.24,12.2,0,722.0466666666667,Good
58,91359.86,Unemployed,High School,Married,3,26.17,4,11,46.86,13.0,0,731.295,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
31,97873.82,Unemployed,High School,Single,2,57.36,3,6,41.62,7.2,0,703.4466666666667,Good
59,121596.88,Employed,Master,Single,2,72.02,0,1,43.87,4.2,0,700.3666666666667,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
24,94271.46,Unemployed,Master,Single,1,26.71,2,11,57.08,13.4,0,710.6183333333333,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
67,119907.52,Employed,PhD,Single,2,34.06,2,11,53.83,5.1,0,736.0266666666666,Good
37,87760.44,Self-Employed,Bachelor,Divorced,4,13.93,2,9,34.73,5.4,0,726.4583333333333,Good
55,53416.14,Retired,PhD,Divorced,4,65.15,4,7,36.32,18.8,0,685.3183333333334,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
47,90629.07,Unemployed,PhD,Married,1,43.11,1,4,57.1,2.3,0,700.4116666666667,Good
51,88934.47,Retired,Bachelor,Single,1,49.22,4,9,56.25,16.6,0,677.64,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
32,96584.11,Unemployed,High School,Married,0,31.74,3,3,7.67,14.5,0,671.5733333333334,Good
68,31743.8,Retired,Master,Single,3,51.4,1,14,47.57,5.2,0,679.4433333333333,Good
51,38660.51,Unemployed,Master,Married,0,46.52,1,3,34.97,9.4,0,699.0833333333334,Good
41,50492.97,Unemployed,High School,Single,4,78.93,1,13,32.1,4.6,0,712.8349999999999,Good
54,113799.27,Retired,Master,Divorced,0,5.83,2,3,17.96,5.8,0,728.0983333333334,Good
64,83854.22,Unemployed,PhD,Single,1,54.33,0,2,42.25,16.8,0,678.7516666666668,Good
49,107859.36,Employed,PhD,Single,0,33.35,1,11,16.59,9.6,0,718.7950000000001,Good
58,91359.86,Unemployed,High School,Married,3,26.17,4,11,46.86,13.0,0,731.295,Good
31,129015.73,Retired,PhD,Single,3,13.97,1,9,53.85,7.7,0,672.0649999999999,Good
27,141281.95,Retired,Master,Single,4,34.94,2,5,26.26,16.6,0,679.7766666666666,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
55,64341.7,Retired,Bachelor,Married,3,36.87,1,11,9.13,4.9,0,695.5216666666668,Good
58,91359.86,Unemployed,High School,Married,3,26.17,4,11,46.86,13.0,0,731.295,Good
45,126593.1,Employed,High School,Divorced,3,40.79,0,5,49.32,9.5,0,711.165,Good
61,45292.58,Retired,Bachelor,Married,2,24.88,2,5,10.47,8.5,0,730.0699999999999,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
33,22992.94,Retired,PhD,Married,4,51.08,0,4,52.24,12.2,0,722.0466666666667,Good
33,34159.38,Retired,Bachelor,Married,1,20.52,3,2,34.95,11.4,0,695.09,Good
51,88934.47,Retired,Bachelor,Single,1,49.22,4,9,56.25,16.6,0,677.64,Good
56,54278.89,Retired,High School,Single,1,6.25,2,10,57.89,18.8,0,691.5783333333334,Good
51,63015.62,Employed,Bachelor,Married,2,32.03,1,9,11.59,1.5,0,679.1216666666667,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
38,92362.82,Self-Employed,Bachelor,Single,3,72.01,1,14,28.33,9.5,0,707.5516666666666,Good
31,97873.82,Unemployed,High School,Single,2,57.36,3,6,41.62,7.2,0,703.4466666666667,Good
23,107112.48,Retired,Master,Divorced,3,44.92,1,4,34.0,4.2,0,701.2066666666666,Good
25,69931.78,Self-Employed,Bachelor,Divorced,1,28.49,2,8,46.98,3.7,0,670.095,Good
53,127483.85,Self-Employed,Bachelor,Single,1,21.12,4,7,33.86,19.7,0,690.1533333333333,Good
25,128679.75,Employed,High School,Married,4,47.14,2,12,33.0,11.6,0,737.43,Good
51,38660.51,Unemployed,Master,Married,0,46.52,1,3,34.97,9.4,0,699.0833333333334,Good
59,132957.08,Unemployed,Master,Married,3,6.66,0,6,36.54,9.8,0,729.49,Good
63,121844.95,Retired,PhD,Married,3,40.74,2,1,30.4,8.3,0,727.4966666666667,Good
39,97777.19,Employed,Bachelor,Divorced,2,24.09,4,11,25.17,12.5,0,701.565,Good
56,40707.37,Unemployed,Bachelor,Married,4,7.02,0,7,24.94,12.5,0,738.1766666666666,Good
30,41109.65,Employed,Master,Single,4,28.41,4,7,51.34,10.7,0,722.6816666666666,Good
58,73232.12,Self-Employed,High School,Single,2,28.8,2,1,5.7,13.4,0,675.7,Good
54,51739.15,Retired,Bachelor,Single,4,38.45,0,8,12.1,16.0,0,735.7416666666667,Good
55,53416.14,Retired,PhD,Divorced,4,65.15,4,7,36.32,18.8,0,685.3183333333334,Good
24,94271.46,Unemployed,Master,Single,1,26.71,2,11,57.08,13.4,0,710.6183333333333,Good
34,89479.27,Employed,PhD,Single,3,26.25,0,8,43.99,5.5,0,736.2116666666667,Good
41,35961.0,Employed,PhD,Divorced,1,56.04,4,8,35.68,14.1,0,685.0866666666667,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
49,62370.31,Unemployed,PhD,Divorced,4,65.61,0,11,27.88,15.6,0,675.9016666666668,Good
58,73232.12,Self-Employed,High School,Single,2,28.8,2,1,5.7,13.4,0,675.7,Good
26,29871.34,Self-Employed,PhD,Divorced,1,8.25,1,5,13.77,8.3,1,727.285,Good
26,34850.93,Retired,High School,Divorced,3,79.14,1,12,23.05,14.7,0,680.7466666666667,Good
53,127483.85,Self-Employed,Bachelor,Single,1,21.12,4,7,33.86,19.7,0,690.1533333333333,Good
42,77334.18,Employed,Bachelor,Single,0,10.05,3,5,16.38,5.0,0,693.515,Good
64,133338.26,Retired,PhD,Single,1,57.57,2,3,59.54,5.5,0,689.3683333333333,Good
36,118714.76,Employed,High School,Divorced,3,13.11,3,2,30.02,16.4,0,697.4383333333334,Good
47,90629.07,Unemployed,PhD,Married,1,43.11,1,4,57.1,2.3,0,700.4116666666667,Good
59,121596.88,Employed,Master,Single,2,72.02,0,1,43.87,4.2,0,700.3666666666667,Good
53,58593.01,Retired,High School,Single,0,30.02,1,13,52.39,12.8,0,681.5266666666666,Good
57,126711.99,Unemployed,High School,Married,0,57.1,3,3,5.5,10.5,0,716.6166666666667,Good
56,31539.76,Retired,Master,Divorced,3,13.5,4,13,52.89,9.4,0,708.62,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
53,58593.01,Retired,High School,Single,0,30.02,1,13,52.39,12.8,0,681.5266666666666,Good
26,105906.62,Self-Employed,PhD,Married,3,38.01,3,4,45.14,19.3,1,671.9483333333334,Good
64,41675.0,Unemployed,Bachelor,Married,2,9.58,1,4,33.78,7.1,0,671.95,Good
41,50492.97,Unemployed,High School,Single,4,78.93,1,13,32.1,4.6,0,712.8349999999999,Good
69,26252.3,Employed,Master,Married,4,15.18,2,11,9.28,1.2,0,674.3166666666666,Good
68,31743.8,Retired,Master,Single,3,51.4,1,14,47.57,5.2,0,679.4433333333333,Good
68,31743.8,Retired,Master,Single,3,51.4,1,14,47.57,5.2,0,679.4433333333333,Good
31,33855.23,Retired,Bachelor,Divorced,3,60.48,0,11,30.71,14.8,0,696.5233333333333,Good
47,33870.9,Retired,PhD,Single,0,27.17,3,14,13.52,10.5,0,703.9083333333333,Good
55,64341.7,Retired,Bachelor,Married,3,36.87,1,11,9.13,4.9,0,695.5216666666668,Good
45,27599.1,Employed,Master,Divorced,3,68.43,2,12,15.64,2.2,0,707.5716666666666,Good
26,29871.34,Self-Employed,PhD,Divorced,1,8.25,1,5,13.77,8.3,1,727.285,Good
38,48536.37,Employed,Bachelor,Single,3,53.97,2,9,58.63,6.4,0,727.4716666666667,Good
33,69299.72,Employed,Master,Divorced,3,16.54,4,11,5.32,11.3,0,721.9566666666667,Good
